action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_00532,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.60144231178215,treatment line can support commercial push without materially raising team strain,25,normal
MAQ_00533,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.493442311782147,treatment line can support commercial push without materially raising team strain,26,normal
MAQ_00534,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.422317716756947,treatment line can support commercial push without materially raising team strain,27,normal
MAQ_00535,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.41781771675695,treatment line can support commercial push without materially raising team strain,28,normal
MAQ_00536,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.26481771675695,treatment line can support commercial push without materially raising team strain,29,normal
MAQ_00537,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.22422486021126,treatment line can support commercial push without materially raising team strain,30,normal
MAQ_00538,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.065942311782152,treatment line can support commercial push without materially raising team strain,31,normal
MAQ_00539,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.940724860211265,treatment line can support commercial push without materially raising team strain,32,normal
MAQ_00540,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.91294231178215,treatment line can support commercial push without materially raising team strain,33,normal
MAQ_00541,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.451317716756948,treatment line can support commercial push without materially raising team strain,34,normal
MAQ_00542,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.343224860211258,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_00543,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.193942311782148,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_00544,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.735817716756946,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_00545,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,13.99694231178215,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_00546,2018-02,2018-02-01,2018-02-28,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,13.70972486021126,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_00547,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,31.444807176428377,balanced commercial and operational conditions with manageable managerial control needs,1,normal
MAQ_00548,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,30.950914641934652,balanced commercial and operational conditions with manageable managerial control needs,2,normal
MAQ_00549,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.217622524668176,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",3,normal
MAQ_00550,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,24.006300211764707,therapist performance pattern is stable with manageable coaching need,4,normal
MAQ_00551,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,23.659990313831845,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",5,normal
MAQ_00552,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,23.3147056031475,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",6,normal
MAQ_00553,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.241135199999995,therapist performance pattern is stable with manageable coaching need,7,normal
MAQ_00554,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.022445129411764,therapist performance pattern is stable with manageable coaching need,8,normal
MAQ_00555,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.82459362352941,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",9,normal
MAQ_00556,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.658414541176473,therapist performance pattern is stable with manageable coaching need,10,normal
MAQ_00557,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.105511294117644,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",11,normal
MAQ_00558,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.004622524668175,maintain and monitor treatment line performance within current operating rhythm,12,normal
MAQ_00559,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.649490313831848,maintain and monitor treatment line performance within current operating rhythm,13,normal
MAQ_00560,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.196205603147504,maintain and monitor treatment line performance within current operating rhythm,14,normal
MAQ_00561,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.285622524668177,maintain and monitor treatment line performance within current operating rhythm,15,normal
MAQ_00562,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.817622524668177,treatment line can support commercial push without materially raising team strain,16,normal
MAQ_00563,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.547622524668178,treatment line can support commercial push without materially raising team strain,17,normal
MAQ_00564,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.53899031383185,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",18,normal
MAQ_00565,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.29149031383185,maintain and monitor treatment line performance within current operating rhythm,19,normal
MAQ_00566,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.196990313831847,maintain and monitor treatment line performance within current operating rhythm,20,normal
MAQ_00567,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.192122524668175,treatment line can support commercial push without materially raising team strain,21,normal
MAQ_00568,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.99862252466818,treatment line can support commercial push without materially raising team strain,22,normal
MAQ_00569,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.761705603147504,treatment line can support commercial push without materially raising team strain,23,normal
MAQ_00570,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.757205603147504,treatment line can support commercial push without materially raising team strain,24,normal
MAQ_00571,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.734705603147503,treatment line can support commercial push without materially raising team strain,25,normal
MAQ_00572,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.61649031383185,treatment line can support commercial push without materially raising team strain,26,normal
MAQ_00573,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.568205603147504,treatment line can support commercial push without materially raising team strain,27,normal
MAQ_00574,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.541205603147503,treatment line can support commercial push without materially raising team strain,28,normal
MAQ_00575,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.527705603147503,treatment line can support commercial push without materially raising team strain,29,normal
MAQ_00576,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.341622524668175,treatment line can support commercial push without materially raising team strain,30,normal
MAQ_00577,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,17.080641732590372,balanced commercial and operational conditions with manageable managerial control needs,31,normal
MAQ_00578,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.02699031383185,treatment line can support commercial push without materially raising team strain,32,normal
MAQ_00579,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.819990313831845,treatment line can support commercial push without materially raising team strain,33,normal
MAQ_00580,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.12212252466818,treatment line can support commercial push without materially raising team strain,34,normal
MAQ_00581,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.583705603147504,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_00582,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.285490313831847,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_00583,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.943122524668176,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_00584,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.389990313831849,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_00585,2018-03,2018-03-01,2018-03-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.3507056031475,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_00586,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,outlet_management,coverage_control,coverage_control_required,repair roster coverage before service inconsistency affects revenue,protective,stabilize,53.518799374507985,coverage control is required before service inconsistency damages guest experience and repeat demand,1,normal
MAQ_00587,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,44.99523112941176,therapist performance pattern is stable with manageable coaching need,2,normal
MAQ_00588,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,31.7434673160038,balanced commercial and operational conditions with manageable managerial control needs,3,normal
MAQ_00589,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,28.79991546560134,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",4,normal
MAQ_00590,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,25.055915465601345,maintain and monitor treatment line performance within current operating rhythm,5,normal
MAQ_00591,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.534775220245173,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",6,normal
MAQ_00592,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.299796423054715,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",7,normal
MAQ_00593,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,24.148039976470585,therapist performance pattern is stable with manageable coaching need,8,normal
MAQ_00594,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,23.09391546560134,maintain and monitor treatment line performance within current operating rhythm,9,normal
MAQ_00595,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,22.66191546560134,treatment line can support commercial push without materially raising team strain,10,normal
MAQ_00596,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.573802611764705,therapist performance pattern is stable with manageable coaching need,11,normal
MAQ_00597,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,22.57191546560134,treatment line can support commercial push without materially raising team strain,12,normal
MAQ_00598,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,22.51791546560134,treatment line can support commercial push without materially raising team strain,13,normal
MAQ_00599,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.19966957647059,therapist performance pattern is stable with manageable coaching need,14,normal
MAQ_00600,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,22.157915465601345,treatment line can support commercial push without materially raising team strain,15,normal
MAQ_00601,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.600356470588235,therapist performance pattern is stable with manageable coaching need,16,normal
MAQ_00602,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,21.311915465601338,treatment line can support commercial push without materially raising team strain,17,normal
MAQ_00603,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.27163242352941,therapist performance pattern is stable with manageable coaching need,18,normal
MAQ_00604,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.79527522024517,maintain and monitor treatment line performance within current operating rhythm,19,normal
MAQ_00605,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,20.44791546560134,treatment line can support commercial push without materially raising team strain,20,normal
MAQ_00606,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.348796423054715,maintain and monitor treatment line performance within current operating rhythm,21,normal
MAQ_00607,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,19.32377522024517,maintain and monitor treatment line performance within current operating rhythm,22,normal
MAQ_00608,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.868415465601345,treatment line can support commercial push without materially raising team strain,23,normal
MAQ_00609,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.81977522024517,treatment line can support commercial push without materially raising team strain,24,normal
MAQ_00610,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.698275220245172,treatment line can support commercial push without materially raising team strain,25,normal
MAQ_00611,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.65777522024517,treatment line can support commercial push without materially raising team strain,26,normal
MAQ_00612,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.392275220245168,treatment line can support commercial push without materially raising team strain,27,normal
MAQ_00613,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.337296423054717,treatment line can support commercial push without materially raising team strain,28,normal
MAQ_00614,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.332796423054713,treatment line can support commercial push without materially raising team strain,29,normal
MAQ_00615,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.29229642305471,treatment line can support commercial push without materially raising team strain,30,normal
MAQ_00616,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.044796423054713,treatment line can support commercial push without materially raising team strain,31,normal
MAQ_00617,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.000775220245174,treatment line can support commercial push without materially raising team strain,32,normal
MAQ_00618,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,17.547777299907747,balanced commercial and operational conditions with manageable managerial control needs,33,normal
MAQ_00619,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.306796423054713,treatment line can support commercial push without materially raising team strain,34,normal
MAQ_00620,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.910796423054716,treatment line can support commercial push without materially raising team strain,35,normal
MAQ_00621,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.866775220245167,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_00622,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.28979642305471,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_00623,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,15.147775220245173,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_00624,2018-04,2018-04-01,2018-04-30,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.251296423054718,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_00625,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,outlet_management,team_stability,protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",protective,stabilize,58.27546080926166,team stability protection is needed to sustain service quality and avoid burnout-driven revenue loss,1,high
MAQ_00626,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,48.487150822977966,treatment line is selling into a tighter capacity environment and should be scaled carefully,2,normal
MAQ_00627,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,48.1590433882353,therapist performance pattern is stable with manageable coaching need,3,normal
MAQ_00628,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,31.659150822977963,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",4,normal
MAQ_00629,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,28.252650822977962,maintain and monitor treatment line performance within current operating rhythm,5,normal
MAQ_00630,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,26.33115082297796,maintain and monitor treatment line performance within current operating rhythm,6,normal
MAQ_00631,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,25.54815082297796,maintain and monitor treatment line performance within current operating rhythm,7,normal
MAQ_00632,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,25.52115082297796,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",8,normal
MAQ_00633,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,25.503150822977965,maintain and monitor treatment line performance within current operating rhythm,9,normal
MAQ_00634,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,25.467150822977963,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",10,normal
MAQ_00635,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.52162986569956,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",11,normal
MAQ_00636,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.48165082297796,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",12,normal
MAQ_00637,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,24.185688070588235,therapist performance pattern is stable with manageable coaching need,13,normal
MAQ_00638,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,23.23747217264282,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",14,normal
MAQ_00639,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,23.015570070588232,therapist performance pattern is stable with manageable coaching need,15,normal
MAQ_00640,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.81859974117647,therapist performance pattern is stable with manageable coaching need,16,normal
MAQ_00641,2018-05,2018-05-01,2018-05-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.712328117647058,therapist performance pattern is stable with manageable coaching need,17,normal
