outlet_key,month_id,roster_decision_priority_band,management_action_urgency,recommended_management_focus,executive_staffing_posture,external_context_regime,external_signal_confidence_score_0_100,portfolio_staffing_headline,portfolio_staffing_takeaway,portfolio_context_note,portfolio_boundary_note
MLT_OUTLET_001,2022-07,high,high,Near-term staffing review and management attention,Near-term staffing review and management attention,supportive,50.0,MLT_OUTLET_001: staffing coverage requires immediate management attention.,Priority is high. Management should prioritize coverage stability and deployment control. Current staffing stance: Near-term staffing review and management attention. Recommended focus: Near-term staffing review and management attention.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2022-08,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2022-09,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2022-10,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,MLT_OUTLET_001: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2022-11,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,MLT_OUTLET_001: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2022-12,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,MLT_OUTLET_001: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-01,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,soft,50.0,MLT_OUTLET_001: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,"External context is soft with confidence 50.0/100, supporting a cautious efficiency-led staffing stance without implying direct hourly demand visibility.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-02,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,MLT_OUTLET_001: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-03,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,MLT_OUTLET_001: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-04,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-05,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-06,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-07,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,MLT_OUTLET_001: staffing coverage requires immediate management attention.,Priority is high. Management should prioritize coverage stability and deployment control. Current staffing stance: Coverage stabilization and deployment rebalancing. Recommended focus: Coverage stabilization and deployment rebalancing.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-08,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-09,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-10,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-11,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,MLT_OUTLET_001: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2023-12,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-01,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,MLT_OUTLET_001: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-02,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,MLT_OUTLET_001: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-03,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-04,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-05,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,MLT_OUTLET_001: staffing coverage requires immediate management attention.,Priority is high. Management should prioritize coverage stability and deployment control. Current staffing stance: Coverage stabilization and deployment rebalancing. Recommended focus: Coverage stabilization and deployment rebalancing.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-06,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,MLT_OUTLET_001: staffing coverage requires immediate management attention.,Priority is high. Management should prioritize coverage stability and deployment control. Current staffing stance: Coverage stabilization and deployment rebalancing. Recommended focus: Coverage stabilization and deployment rebalancing.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-07,high,high,Near-term staffing review and management attention,Near-term staffing review and management attention,supportive,50.0,MLT_OUTLET_001: staffing coverage requires immediate management attention.,Priority is high. Management should prioritize coverage stability and deployment control. Current staffing stance: Near-term staffing review and management attention. Recommended focus: Near-term staffing review and management attention.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-08,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,MLT_OUTLET_001: staffing coverage requires immediate management attention.,Priority is high. Management should prioritize coverage stability and deployment control. Current staffing stance: Coverage stabilization and deployment rebalancing. Recommended focus: Coverage stabilization and deployment rebalancing.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-09,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,MLT_OUTLET_001: staffing coverage requires immediate management attention.,Priority is high. Management should prioritize coverage stability and deployment control. Current staffing stance: Coverage stabilization and deployment rebalancing. Recommended focus: Coverage stabilization and deployment rebalancing.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-10,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-11,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,MLT_OUTLET_001: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2024-12,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,soft,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,"External context is soft with confidence 50.0/100, supporting a cautious efficiency-led staffing stance without implying direct hourly demand visibility.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-01,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,soft,50.0,MLT_OUTLET_001: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,"External context is soft with confidence 50.0/100, supporting a cautious efficiency-led staffing stance without implying direct hourly demand visibility.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-02,medium,moderate,Selective pressure management and roster fine-tuning,Selective pressure management and roster fine-tuning,soft,50.0,MLT_OUTLET_001: localized staffing pressure should be managed through disciplined roster fine-tuning.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Selective pressure management and roster fine-tuning. Recommended focus: Selective pressure management and roster fine-tuning.,"External context is soft with confidence 50.0/100, supporting a cautious efficiency-led staffing stance without implying direct hourly demand visibility.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-03,medium,moderate,Selective pressure management and roster fine-tuning,Selective pressure management and roster fine-tuning,neutral,50.0,MLT_OUTLET_001: localized staffing pressure should be managed through disciplined roster fine-tuning.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Selective pressure management and roster fine-tuning. Recommended focus: Selective pressure management and roster fine-tuning.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-04,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-05,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-06,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,MLT_OUTLET_001: staffing coverage requires immediate management attention.,Priority is high. Management should prioritize coverage stability and deployment control. Current staffing stance: Coverage stabilization and deployment rebalancing. Recommended focus: Coverage stabilization and deployment rebalancing.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-07,high,high,Near-term staffing review and management attention,Near-term staffing review and management attention,supportive,50.0,MLT_OUTLET_001: staffing coverage requires immediate management attention.,Priority is high. Management should prioritize coverage stability and deployment control. Current staffing stance: Near-term staffing review and management attention. Recommended focus: Near-term staffing review and management attention.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-08,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,MLT_OUTLET_001: staffing coverage requires immediate management attention.,Priority is high. Management should prioritize coverage stability and deployment control. Current staffing stance: Coverage stabilization and deployment rebalancing. Recommended focus: Coverage stabilization and deployment rebalancing.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-09,high,high,Coverage stabilization and deployment rebalancing,Coverage stabilization and deployment rebalancing,supportive,50.0,MLT_OUTLET_001: staffing coverage requires immediate management attention.,Priority is high. Management should prioritize coverage stability and deployment control. Current staffing stance: Coverage stabilization and deployment rebalancing. Recommended focus: Coverage stabilization and deployment rebalancing.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-10,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,supportive,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,"External context is supportive with confidence 50.0/100, but it should be used only as contextual framing, not as direct demand truth.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-11,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_001,2025-12,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,MLT_OUTLET_001: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-01,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,soft,50.0,MLT_OUTLET_002: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,"External context is soft with confidence 50.0/100, supporting a cautious efficiency-led staffing stance without implying direct hourly demand visibility.","Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-02,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,MLT_OUTLET_002: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-03,low,baseline,Maintain baseline staffing discipline,Maintain baseline staffing discipline,neutral,50.0,MLT_OUTLET_002: maintain baseline staffing discipline under monthly monitoring.,Priority is low. Baseline staffing discipline remains appropriate with continued monitoring. Current staffing stance: Maintain baseline staffing discipline. Recommended focus: Maintain baseline staffing discipline.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
MLT_OUTLET_002,2017-04,medium,moderate,Targeted deployment adjustment and monitoring,Targeted deployment adjustment and monitoring,neutral,50.0,MLT_OUTLET_002: targeted staffing adjustment is appropriate without broad deployment expansion.,Priority is medium. Management should use selective staffing adjustment rather than structural overreaction. Current staffing stance: Targeted deployment adjustment and monitoring. Recommended focus: Targeted deployment adjustment and monitoring.,External context is neutral with confidence 50.0/100; internal operating proxies should remain the main staffing anchor.,"Portfolio staffing readout only; external proxies are contextual market-pressure signals, while internal operating proxies remain the primary decision anchor. This layer does not represent direct hourly spa demand, observed daypart traffic, or roster-by-hour truth."
