outlet_name,zone_name,month_id,year,month_num,seasonality_factor,regime_factor,demand_index_0_100,yield_index_0_100,team_pressure_risk_0_100,expected_story_label,managerial_risk_hint
Gozo Spa,Gozo,2024-04,2024,4,1.02,1.02,58.0,89.0,39.2,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2024-05,2024,5,1.1,1.02,61.4,93.0,40.1,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2024-06,2024,6,1.18,1.02,64.8,93.0,41.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2024-07,2024,7,1.3,1.02,70.0,89.0,42.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2024-08,2024,8,1.34,1.02,71.7,89.0,42.8,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2024-09,2024,9,1.22,1.02,66.5,93.0,41.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2024-10,2024,10,1.08,1.02,60.5,89.0,39.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2024-11,2024,11,0.95,1.02,55.0,89.0,38.4,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2024-12,2024,12,1.0,1.02,57.1,89.0,39.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-01,2025,1,0.86,1.08,54.1,91.0,40.2,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-02,2025,2,0.84,1.08,53.2,91.0,40.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-03,2025,3,0.92,1.08,56.9,91.0,40.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-04,2025,4,1.02,1.08,61.4,91.0,42.1,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-05,2025,5,1.1,1.08,65.0,95.0,43.1,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-06,2025,6,1.18,1.08,68.6,95.0,44.0,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-07,2025,7,1.3,1.08,74.1,91.0,45.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-08,2025,8,1.34,1.08,75.9,91.0,45.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-09,2025,9,1.22,1.08,70.5,95.0,44.5,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-10,2025,10,1.08,1.08,64.1,91.0,42.8,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-11,2025,11,0.95,1.08,58.2,91.0,41.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Gozo Spa,Gozo,2025-12,2025,12,1.0,1.08,60.5,91.0,41.9,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Mellieha Spa,Mellieha,2017-01,2017,1,0.86,0.92,52.7,72.0,51.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2017-02,2017,2,0.84,0.92,51.0,72.0,50.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2017-03,2017,3,0.92,0.92,57.7,72.0,54.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2017-04,2017,4,1.02,0.92,66.1,72.0,59.7,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2017-05,2017,5,1.1,0.92,72.8,72.0,63.7,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2017-06,2017,6,1.18,0.92,79.5,76.0,67.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Mellieha Spa,Mellieha,2017-07,2017,7,1.3,0.92,89.5,76.0,73.7,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2017-08,2017,8,1.34,0.92,92.9,76.0,75.7,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2017-09,2017,9,1.22,0.92,82.8,72.0,69.7,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2017-10,2017,10,1.08,0.92,71.1,72.0,62.7,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2017-11,2017,11,0.95,0.92,60.2,72.0,56.1,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2017-12,2017,12,1.0,0.92,64.4,72.0,58.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2018-01,2018,1,0.86,0.96,55.0,73.0,54.0,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2018-02,2018,2,0.84,0.96,53.2,73.0,52.9,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2018-03,2018,3,0.92,0.96,60.2,73.0,57.1,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2018-04,2018,4,1.02,0.96,68.9,73.0,62.3,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2018-05,2018,5,1.1,0.96,75.9,73.0,66.5,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2018-06,2018,6,1.18,0.96,82.9,77.0,70.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Mellieha Spa,Mellieha,2018-07,2018,7,1.3,0.96,93.4,77.0,77.0,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2018-08,2018,8,1.34,0.96,96.9,77.0,79.1,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2018-09,2018,9,1.22,0.96,86.4,73.0,72.8,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2018-10,2018,10,1.08,0.96,74.2,73.0,65.5,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2018-11,2018,11,0.95,0.96,62.8,73.0,58.7,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2018-12,2018,12,1.0,0.96,67.2,73.0,61.3,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2019-01,2019,1,0.86,1.0,57.3,74.0,56.4,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2019-02,2019,2,0.84,1.0,55.4,74.0,55.2,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2019-03,2019,3,0.92,1.0,62.7,74.0,59.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2019-04,2019,4,1.02,1.0,71.8,74.0,65.1,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2019-05,2019,5,1.1,1.0,79.1,74.0,69.5,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2019-06,2019,6,1.18,1.0,86.4,78.0,73.8,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2019-07,2019,7,1.3,1.0,97.3,78.0,80.4,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2019-08,2019,8,1.34,1.0,100.0,78.0,82.0,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2019-09,2019,9,1.22,1.0,90.0,74.0,76.0,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2019-10,2019,10,1.08,1.0,77.3,74.0,68.4,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2019-11,2019,11,0.95,1.0,65.5,74.0,61.3,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2019-12,2019,12,1.0,1.0,70.0,74.0,64.0,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-01,2020,1,0.86,0.42,24.0,66.0,22.4,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-02,2020,2,0.84,0.42,23.3,66.0,22.0,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-03,2020,3,0.92,0.42,26.3,66.0,23.8,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-04,2020,4,1.02,0.42,30.2,66.0,26.1,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-05,2020,5,1.1,0.42,33.2,66.0,27.9,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-06,2020,6,1.18,0.42,36.3,70.0,29.8,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-07,2020,7,1.3,0.42,40.9,70.0,32.5,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-08,2020,8,1.34,0.42,42.4,70.0,33.4,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-09,2020,9,1.22,0.42,37.8,66.0,30.7,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-10,2020,10,1.08,0.42,32.5,66.0,27.5,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-11,2020,11,0.95,0.42,27.5,66.0,24.5,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2020-12,2020,12,1.0,0.42,29.4,66.0,25.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-01,2021,1,0.86,0.58,33.2,69.0,31.9,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-02,2021,2,0.84,0.58,32.2,69.0,31.3,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-03,2021,3,0.92,0.58,36.4,69.0,33.8,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-04,2021,4,1.02,0.58,41.7,69.0,37.0,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-05,2021,5,1.1,0.58,45.9,69.0,39.5,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-06,2021,6,1.18,0.58,50.1,73.0,42.1,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-07,2021,7,1.3,0.58,56.4,73.0,45.8,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-08,2021,8,1.34,0.58,58.5,73.0,47.1,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-09,2021,9,1.22,0.58,52.2,69.0,43.3,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-10,2021,10,1.08,0.58,44.8,69.0,38.9,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-11,2021,11,0.95,0.58,38.0,69.0,34.8,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2021-12,2021,12,1.0,0.58,40.6,69.0,36.4,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2022-01,2022,1,0.86,0.78,44.7,72.0,44.8,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2022-02,2022,2,0.84,0.78,43.2,72.0,43.9,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2022-03,2022,3,0.92,0.78,48.9,72.0,47.3,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2022-04,2022,4,1.02,0.78,56.0,72.0,51.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2022-05,2022,5,1.1,0.78,61.7,72.0,55.0,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2022-06,2022,6,1.18,0.78,67.4,76.0,58.4,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2022-07,2022,7,1.3,0.78,75.9,76.0,63.5,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2022-08,2022,8,1.34,0.78,78.7,76.0,65.2,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Mellieha Spa,Mellieha,2022-09,2022,9,1.22,0.78,70.2,72.0,60.1,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2022-10,2022,10,1.08,0.78,60.3,72.0,54.2,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2022-11,2022,11,0.95,0.78,51.1,72.0,48.7,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2022-12,2022,12,1.0,0.78,54.6,72.0,50.8,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2023-01,2023,1,0.86,0.92,52.7,75.0,53.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2023-02,2023,2,0.84,0.92,51.0,75.0,52.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2023-03,2023,3,0.92,0.92,57.7,75.0,56.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2023-04,2023,4,1.02,0.92,66.1,75.0,61.7,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2023-05,2023,5,1.1,0.92,72.8,75.0,65.7,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2023-06,2023,6,1.18,0.92,79.5,79.0,69.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Mellieha Spa,Mellieha,2023-07,2023,7,1.3,0.92,89.5,79.0,75.7,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2023-08,2023,8,1.34,0.92,92.9,79.0,77.7,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2023-09,2023,9,1.22,0.92,82.8,75.0,71.7,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Mellieha Spa,Mellieha,2023-10,2023,10,1.08,0.92,71.1,75.0,64.7,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2023-11,2023,11,0.95,0.92,60.2,75.0,58.1,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2023-12,2023,12,1.0,0.92,64.4,75.0,60.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2024-01,2024,1,0.86,1.02,58.4,77.0,59.0,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2024-02,2024,2,0.84,1.02,56.5,77.0,57.9,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2024-03,2024,3,0.92,1.02,64.0,77.0,62.4,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2024-04,2024,4,1.02,1.02,73.3,77.0,68.0,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2024-05,2024,5,1.1,1.02,80.7,77.0,72.4,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2024-06,2024,6,1.18,1.02,88.1,81.0,76.9,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2024-07,2024,7,1.3,1.02,99.2,81.0,83.5,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2024-08,2024,8,1.34,1.02,100.0,81.0,84.0,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2024-09,2024,9,1.22,1.02,91.8,77.0,79.1,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2024-10,2024,10,1.08,1.02,78.8,77.0,71.3,growth-ready,"Push selective growth, premium mix, and disciplined upsell."
Mellieha Spa,Mellieha,2024-11,2024,11,0.95,1.02,66.8,77.0,64.1,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2024-12,2024,12,1.0,1.02,71.4,77.0,66.8,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2025-01,2025,1,0.86,1.08,61.8,79.0,63.1,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2025-02,2025,2,0.84,1.08,59.9,79.0,61.9,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2025-03,2025,3,0.92,1.08,67.7,79.0,66.6,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2025-04,2025,4,1.02,1.08,77.6,79.0,72.6,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2025-05,2025,5,1.1,1.08,85.4,79.0,77.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2025-06,2025,6,1.18,1.08,93.3,83.0,82.0,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2025-07,2025,7,1.3,1.08,100.0,83.0,86.0,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2025-08,2025,8,1.34,1.08,100.0,83.0,86.0,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2025-09,2025,9,1.22,1.08,97.2,79.0,84.3,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2025-10,2025,10,1.08,1.08,83.5,79.0,76.1,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Mellieha Spa,Mellieha,2025-11,2025,11,0.95,1.08,70.7,79.0,68.4,mixed / monitor,Monitor trend direction before major repositioning.
Mellieha Spa,Mellieha,2025-12,2025,12,1.0,1.08,75.6,79.0,71.4,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-01,2017,1,0.86,0.92,59.7,62.0,62.5,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-02,2017,2,0.84,0.92,58.0,62.0,61.3,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-03,2017,3,0.92,0.92,64.9,62.0,66.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-04,2017,4,1.02,0.92,73.5,62.0,72.4,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-05,2017,5,1.1,0.92,80.4,62.0,77.3,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-06,2017,6,1.18,0.92,87.3,63.0,82.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-07,2017,7,1.3,0.92,97.6,63.0,89.5,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-08,2017,8,1.34,0.92,100.0,60.0,91.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-09,2017,9,1.22,0.92,90.7,62.0,84.6,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-10,2017,10,1.08,0.92,78.6,62.0,76.0,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-11,2017,11,0.95,0.92,67.5,62.0,68.1,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2017-12,2017,12,1.0,0.92,71.8,62.0,71.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-01,2018,1,0.86,0.96,62.3,63.0,65.4,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-02,2018,2,0.84,0.96,60.5,63.0,64.1,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-03,2018,3,0.92,0.96,67.7,63.0,69.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-04,2018,4,1.02,0.96,76.7,63.0,75.6,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-05,2018,5,1.1,0.96,83.9,63.0,80.8,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-06,2018,6,1.18,0.96,91.1,64.0,85.9,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-07,2018,7,1.3,0.96,100.0,64.0,92.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-08,2018,8,1.34,0.96,100.0,61.0,92.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-09,2018,9,1.22,0.96,94.6,63.0,88.4,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-10,2018,10,1.08,0.96,82.1,63.0,79.5,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-11,2018,11,0.95,0.96,70.4,63.0,71.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2018-12,2018,12,1.0,0.96,74.9,63.0,74.4,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-01,2019,1,0.86,1.0,64.9,64.0,68.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-02,2019,2,0.84,1.0,63.0,64.0,66.9,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-03,2019,3,0.92,1.0,70.5,64.0,72.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-04,2019,4,1.02,1.0,79.9,64.0,78.9,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-05,2019,5,1.1,1.0,87.4,64.0,84.3,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-06,2019,6,1.18,1.0,94.8,65.0,89.5,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-07,2019,7,1.3,1.0,100.0,65.0,93.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-08,2019,8,1.34,1.0,100.0,62.0,93.2,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-09,2019,9,1.22,1.0,98.6,64.0,92.3,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-10,2019,10,1.08,1.0,85.5,64.0,82.9,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-11,2019,11,0.95,1.0,73.3,64.0,74.2,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2019-12,2019,12,1.0,1.0,78.0,64.0,77.6,team-strain / burnout-risk,Protect service consistency first by stabilizing roster and reducing pressure.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-01,2020,1,0.86,0.42,27.3,56.0,27.5,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-02,2020,2,0.84,0.42,26.5,56.0,26.9,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-03,2020,3,0.92,0.42,29.6,56.0,29.1,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-04,2020,4,1.02,0.42,33.5,56.0,31.9,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-05,2020,5,1.1,0.42,36.7,56.0,34.1,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-06,2020,6,1.18,0.42,39.8,57.0,36.4,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-07,2020,7,1.3,0.42,44.6,57.0,39.8,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-08,2020,8,1.34,0.42,46.1,54.0,40.8,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-09,2020,9,1.22,0.42,41.4,56.0,37.5,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-10,2020,10,1.08,0.42,35.9,56.0,33.6,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-11,2020,11,0.95,0.42,30.8,56.0,29.9,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2020-12,2020,12,1.0,0.42,32.8,56.0,31.4,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-01,2021,1,0.86,0.58,37.6,59.0,38.8,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-02,2021,2,0.84,0.58,36.6,59.0,38.1,mixed / monitor,Monitor trend direction before major repositioning.
Qawra / St Paul's Bay Spa,Qawra / St Paul's Bay,2021-03,2021,3,0.92,0.58,40.9,59.0,41.1,mixed / monitor,Monitor trend direction before major repositioning.
