treatment_health_id,outlet_id,outlet_name,period_start,period_end,year,month,month_id,market_regime,regime_label,event_flag,market_note,period_regime_impact_note,managerial_interpretation,profitability_pressure_flag,treatment_category,treatment_variant,session_duration_min,treatment_key,recommended_sell_price_eur,market_price_median_eur,commercial_market_price_median_eur,bookings_count,sold_hours,revenue_eur,utilization_percent,yield_eur_per_sold_hour,rebooking_rate_percent,addon_attach_rate_percent,cancellation_rate_percent,no_show_rate_percent,complaint_rate_percent,treatment_health_score_0_100,treatment_health_band,treatment_health_primary_driver,treatment_health_risk_flag,treatment_health_action_hint,conflict_pattern_code,recommended_resolution_path,opportunity_type,opportunity_priority,treatment_rank_within_outlet_period,commercial_opportunity_note,status
THS_00504,MLT_OUTLET_001,Valletta,2021-03-01,2021-03-31,2021,3,2021-03,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,facial,basic,60,facial|basic|60,94.0,100.0,100.0,30,30.0,2852.7,51.72,95.09,30.19,17.38,18.59,5.59,2.88,76.53,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Maintain and scale,medium,1.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00505,MLT_OUTLET_001,Valletta,2021-03-01,2021-03-31,2021,3,2021-03,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,hot_stone,standard,75,hot_stone|standard|75,95.0,90.0,90.0,13,16.25,1142.44,36.72,70.3,41.84,19.77,19.94,4.62,2.85,65.29,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,8.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00506,MLT_OUTLET_001,Valletta,2021-03-01,2021-03-31,2021,3,2021-03,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,massage,standard,60,massage|standard|60,58.0,85.0,85.0,32,32.0,1761.6,53.33,55.05,36.67,14.11,14.32,5.87,1.92,63.43,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,9.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00507,MLT_OUTLET_001,Valletta,2021-03-01,2021-03-31,2021,3,2021-03,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,reflexology,standard,45,reflexology|standard|45,34.0,75.0,75.0,32,24.0,1031.68,46.15,42.99,37.65,18.23,13.61,7.74,3.18,56.45,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,10.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00508,MLT_OUTLET_001,Valletta,2021-03-01,2021-03-31,2021,3,2021-03,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,scrub,standard,45,scrub|standard|45,52.0,50.0,50.0,32,24.0,1574.4,46.15,65.6,41.89,12.94,12.32,7.56,3.14,70.64,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Maintain and scale,medium,4.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00509,MLT_OUTLET_001,Valletta,2021-03-01,2021-03-31,2021,3,2021-03,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,swedish,standard,60,swedish|standard|60,64.0,69.5,69.5,32,32.0,1944.0,53.33,60.75,41.71,16.74,12.82,4.5,1.91,70.22,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Yield uplift opportunity,medium,5.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00510,MLT_OUTLET_001,Valletta,2021-03-01,2021-03-31,2021,3,2021-03,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,wrap,standard,60,wrap|standard|60,82.0,72.0,72.0,24,24.0,1833.12,46.15,76.38,36.06,14.29,16.83,6.73,3.15,70.76,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Yield uplift opportunity,medium,3.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00511,MLT_OUTLET_001,Valletta,2021-04-01,2021-04-30,2021,4,2021-04,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,aromatherapy,standard,60,aromatherapy|standard|60,64.0,76.0,76.0,34,34.0,1999.88,54.84,58.82,38.46,12.19,13.87,6.5,1.37,67.99,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,7.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00512,MLT_OUTLET_001,Valletta,2021-04-01,2021-04-30,2021,4,2021-04,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,body_treatment,standard,60,body_treatment|standard|60,69.0,77.5,77.5,33,33.0,2158.86,54.1,65.42,32.78,14.79,12.36,6.94,1.93,69.63,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,5.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00513,MLT_OUTLET_001,Valletta,2021-04-01,2021-04-30,2021,4,2021-04,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,deep_tissue,standard,60,deep_tissue|standard|60,78.0,80.0,80.0,37,37.0,2630.7,56.92,71.1,28.39,16.31,12.65,5.03,2.53,72.47,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Yield uplift opportunity,medium,2.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00514,MLT_OUTLET_001,Valletta,2021-04-01,2021-04-30,2021,4,2021-04,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,facial,basic,60,facial|basic|60,94.0,100.0,100.0,30,30.0,2777.7,51.72,92.59,28.71,18.9,17.31,7.86,2.58,75.79,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Maintain and scale,medium,1.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00515,MLT_OUTLET_001,Valletta,2021-04-01,2021-04-30,2021,4,2021-04,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,hot_stone,standard,75,hot_stone|standard|75,95.0,90.0,90.0,13,16.25,1141.4,36.72,70.24,32.77,19.17,12.72,6.4,1.4,64.32,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,8.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00516,MLT_OUTLET_001,Valletta,2021-04-01,2021-04-30,2021,4,2021-04,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,massage,standard,60,massage|standard|60,58.0,85.0,85.0,33,33.0,1745.37,54.1,52.89,40.6,17.92,16.2,6.79,2.9,63.59,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,9.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00517,MLT_OUTLET_001,Valletta,2021-04-01,2021-04-30,2021,4,2021-04,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,reflexology,standard,45,reflexology|standard|45,34.0,75.0,75.0,33,24.75,1023.33,46.92,41.35,31.05,16.62,12.01,5.09,2.66,55.45,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,10.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00518,MLT_OUTLET_001,Valletta,2021-04-01,2021-04-30,2021,4,2021-04,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,scrub,standard,45,scrub|standard|45,52.0,50.0,50.0,33,24.75,1613.37,46.92,65.19,35.79,13.43,14.59,6.66,1.26,69.96,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,4.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00519,MLT_OUTLET_001,Valletta,2021-04-01,2021-04-30,2021,4,2021-04,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,swedish,standard,60,swedish|standard|60,64.0,69.5,69.5,33,33.0,2012.01,54.1,60.97,33.63,17.29,17.2,4.41,1.33,69.37,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,6.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00520,MLT_OUTLET_001,Valletta,2021-04-01,2021-04-30,2021,4,2021-04,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,wrap,standard,60,wrap|standard|60,82.0,72.0,72.0,25,25.0,1925.25,47.17,77.01,28.18,15.4,14.85,5.02,3.68,70.27,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Yield uplift opportunity,medium,3.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00521,MLT_OUTLET_001,Valletta,2021-05-01,2021-05-31,2021,5,2021-05,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,aromatherapy,standard,60,aromatherapy|standard|60,64.0,76.0,76.0,35,35.0,2033.5,55.56,58.1,33.32,16.07,12.68,6.2,1.67,67.51,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,7.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00522,MLT_OUTLET_001,Valletta,2021-05-01,2021-05-31,2021,5,2021-05,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,body_treatment,standard,60,body_treatment|standard|60,69.0,77.5,77.5,34,34.0,2142.68,54.84,63.02,41.82,14.44,12.77,4.71,3.45,70.28,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Yield uplift opportunity,medium,3.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00523,MLT_OUTLET_001,Valletta,2021-05-01,2021-05-31,2021,5,2021-05,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,deep_tissue,standard,60,deep_tissue|standard|60,78.0,80.0,80.0,38,38.0,2813.9,57.58,74.05,32.28,14.03,18.5,5.31,2.91,73.52,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Yield uplift opportunity,medium,2.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00524,MLT_OUTLET_001,Valletta,2021-05-01,2021-05-31,2021,5,2021-05,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,facial,basic,60,facial|basic|60,94.0,100.0,100.0,31,31.0,2837.12,52.54,91.52,36.1,16.93,17.06,4.51,3.11,76.57,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Maintain and scale,medium,1.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00525,MLT_OUTLET_001,Valletta,2021-05-01,2021-05-31,2021,5,2021-05,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,hot_stone,standard,75,hot_stone|standard|75,95.0,90.0,90.0,13,16.25,1177.15,36.72,72.44,30.61,10.26,17.84,6.48,2.24,64.09,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,9.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00526,MLT_OUTLET_001,Valletta,2021-05-01,2021-05-31,2021,5,2021-05,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,massage,standard,60,massage|standard|60,58.0,85.0,85.0,34,34.0,1869.66,54.84,54.99,41.49,11.08,13.57,4.5,2.64,64.18,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,8.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00527,MLT_OUTLET_001,Valletta,2021-05-01,2021-05-31,2021,5,2021-05,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,reflexology,standard,45,reflexology|standard|45,34.0,75.0,75.0,34,25.5,1038.7,47.66,40.73,36.2,15.44,12.46,4.42,2.79,56.01,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,10.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00528,MLT_OUTLET_001,Valletta,2021-05-01,2021-05-31,2021,5,2021-05,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,scrub,standard,45,scrub|standard|45,52.0,50.0,50.0,34,25.5,1583.38,47.66,62.09,31.53,13.08,15.99,6.76,3.51,68.75,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,6.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00529,MLT_OUTLET_001,Valletta,2021-05-01,2021-05-31,2021,5,2021-05,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,swedish,standard,60,swedish|standard|60,64.0,69.5,69.5,34,34.0,2025.38,54.84,59.57,36.97,14.66,17.84,5.46,2.96,69.4,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,5.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00530,MLT_OUTLET_001,Valletta,2021-05-01,2021-05-31,2021,5,2021-05,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,wrap,standard,60,wrap|standard|60,82.0,72.0,72.0,26,26.0,1953.12,48.15,75.12,32.42,10.57,19.29,4.08,2.97,70.24,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Yield uplift opportunity,medium,4.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00531,MLT_OUTLET_001,Valletta,2021-06-01,2021-06-30,2021,6,2021-06,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,aromatherapy,standard,60,aromatherapy|standard|60,64.0,76.0,76.0,37,37.0,2174.12,56.92,58.76,34.36,14.12,15.17,7.03,1.7,67.88,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,7.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00532,MLT_OUTLET_001,Valletta,2021-06-01,2021-06-30,2021,6,2021-06,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,body_treatment,standard,60,body_treatment|standard|60,69.0,77.5,77.5,35,35.0,2248.05,55.56,64.23,28.87,13.39,19.75,5.51,1.45,68.95,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,6.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00533,MLT_OUTLET_001,Valletta,2021-06-01,2021-06-30,2021,6,2021-06,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,deep_tissue,standard,60,deep_tissue|standard|60,78.0,80.0,80.0,39,39.0,2971.8,58.21,76.2,33.61,11.15,15.61,5.42,2.16,74.27,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Maintain and scale,medium,2.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00534,MLT_OUTLET_001,Valletta,2021-06-01,2021-06-30,2021,6,2021-06,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,facial,basic,60,facial|basic|60,94.0,100.0,100.0,33,33.0,3135.0,54.1,95.0,28.86,18.14,15.54,6.59,2.82,76.85,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Maintain and scale,medium,1.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00535,MLT_OUTLET_001,Valletta,2021-06-01,2021-06-30,2021,6,2021-06,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,hot_stone,standard,75,hot_stone|standard|75,95.0,90.0,90.0,14,17.5,1236.62,38.46,70.66,36.14,14.01,15.82,6.41,1.36,65.62,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,8.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00536,MLT_OUTLET_001,Valletta,2021-06-01,2021-06-30,2021,6,2021-06,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,massage,standard,60,massage|standard|60,58.0,85.0,85.0,35,35.0,1834.0,55.56,52.4,28.82,15.52,17.87,4.84,3.44,62.22,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,9.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00537,MLT_OUTLET_001,Valletta,2021-06-01,2021-06-30,2021,6,2021-06,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,reflexology,standard,45,reflexology|standard|45,34.0,75.0,75.0,35,26.25,1089.2,48.39,41.49,29.11,15.66,18.42,6.16,2.11,55.31,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,10.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00538,MLT_OUTLET_001,Valletta,2021-06-01,2021-06-30,2021,6,2021-06,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,scrub,standard,45,scrub|standard|45,52.0,50.0,50.0,35,26.25,1641.85,48.39,62.55,36.34,10.81,13.21,5.73,3.11,69.58,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,5.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00539,MLT_OUTLET_001,Valletta,2021-06-01,2021-06-30,2021,6,2021-06,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,swedish,standard,60,swedish|standard|60,64.0,69.5,69.5,35,35.0,2120.65,55.56,60.59,36.82,18.29,12.64,5.91,1.78,70.03,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Yield uplift opportunity,medium,4.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00540,MLT_OUTLET_001,Valletta,2021-06-01,2021-06-30,2021,6,2021-06,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,wrap,standard,60,wrap|standard|60,82.0,72.0,72.0,27,27.0,1994.49,49.09,73.87,30.48,17.22,19.0,7.88,2.14,70.07,healthy,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Yield uplift opportunity,medium,3.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00541,MLT_OUTLET_001,Valletta,2021-07-01,2021-07-31,2021,7,2021-07,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,aromatherapy,standard,60,aromatherapy|standard|60,64.0,76.0,76.0,39,39.0,2276.43,58.21,58.37,34.74,18.1,19.49,6.69,1.06,68.14,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,7.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
THS_00542,MLT_OUTLET_001,Valletta,2021-07-01,2021-07-31,2021,7,2021-07,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,body_treatment,standard,60,body_treatment|standard|60,69.0,77.5,77.5,37,37.0,2293.63,56.92,61.99,29.85,14.4,18.52,5.12,2.07,68.84,watchlist,commercial_performance,risk_normal,maintain and monitor,HIGH_BOOKING_HIGH_CANCELLATION,review confirmation deposits and booking discipline,Monitor and optimize,medium,6.0,Demand may recover faster than profitability; protect margin discipline and value architecture.,scaffold_generated
