management_signal_id,outlet_id,outlet_name,market_context,period_type,period_start,period_end,year,month,month_id,market_regime,regime_label,event_flag,market_note,period_regime_impact_note,managerial_interpretation,profitability_pressure_flag,overall_management_signal_score_0_100,overall_management_signal_band,primary_management_priority,secondary_management_priority,total_revenue_eur,utilization_percent,yield_eur_per_sold_hour,revpath_eur_per_available_hour,avg_treatment_health_score,avg_therapist_consistency_score,high_priority_conflict_count,burnout_risk_case_count,leakage_risk_case_count,manager_action_1,manager_action_2,manager_action_3,outlet_rank_within_period,managerial_focus_area,management_status_note,storyline_note,review_escalation_flag,executive_watchlist_flag,score_confidence_level,status
MSL_00057,MLT_OUTLET_001,Valletta,Malta,monthly,2021-09-01,2021-09-30,2021,9,2021-09,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,53.11,watchlist,team_sustainability,leakage_control,20115.73,51.786,65.34700000000001,33.818,68.194,66.43,0,10,10,rebalance roster and protect therapist recovery,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,3.0,Team sustainability and staffing control,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",no,no,low,scaffold_generated
MSL_00058,MLT_OUTLET_001,Valletta,Malta,monthly,2021-10-01,2021-10-31,2021,10,2021-10,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,63.19,watchlist,commercial_growth,leakage_control,19332.17,50.505,66.193,33.375,68.204,67.965,0,0,10,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",no,no,low,scaffold_generated
MSL_00059,MLT_OUTLET_001,Valletta,Malta,monthly,2021-11-01,2021-11-30,2021,11,2021-11,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,63.91,watchlist,commercial_growth,leakage_control,18349.71,49.177,66.296,32.59,68.093,69.32,0,0,10,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",no,no,low,scaffold_generated
MSL_00060,MLT_OUTLET_001,Valletta,Malta,monthly,2021-12-01,2021-12-31,2021,12,2021-12,recovery_constrained,Recovery Constrained,constrained_recovery,"Demand recovery is underway but still limited by travel, confidence, and operational frictions.",Recovery phase: protect team while rebuilding yield and repeat demand.,Do not confuse activity recovery with full business health; margin and team strain still matter.,yes,63.21,watchlist,commercial_growth,leakage_control,20739.93,52.572,65.204,34.233999999999995,68.263,66.935,0,0,10,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",no,no,low,scaffold_generated
MSL_00061,MLT_OUTLET_001,Valletta,Malta,monthly,2022-01-01,2022-01-31,2022,1,2022-01,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,76.65,stable,commercial_growth,yield_optimization,23181.02,54.403,67.691,36.762,71.299,73.37,6,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00062,MLT_OUTLET_001,Valletta,Malta,monthly,2022-02-01,2022-02-28,2022,2,2022-02,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,75.69,stable,commercial_growth,yield_optimization,23622.8,54.765,68.083,37.245,71.992,72.66499999999999,5,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00063,MLT_OUTLET_001,Valletta,Malta,monthly,2022-03-01,2022-03-31,2022,3,2022-03,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,77.06,stable,commercial_growth,yield_optimization,24502.12,55.745000000000005,67.644,37.68,72.119,72.41,5,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00064,MLT_OUTLET_001,Valletta,Malta,monthly,2022-04-01,2022-04-30,2022,4,2022-04,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,77.01,stable,commercial_growth,yield_optimization,25232.44,56.435,67.94300000000001,38.287,72.009,72.245,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00065,MLT_OUTLET_001,Valletta,Malta,monthly,2022-05-01,2022-05-31,2022,5,2022-05,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,77.45,stable,commercial_growth,yield_optimization,25897.53,56.961,68.241,38.793,72.613,73.305,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00066,MLT_OUTLET_001,Valletta,Malta,monthly,2022-06-01,2022-06-30,2022,6,2022-06,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,77.65,stable,commercial_growth,yield_optimization,27024.32,58.04,67.955,39.407,72.648,73.53999999999999,5,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00067,MLT_OUTLET_001,Valletta,Malta,monthly,2022-07-01,2022-07-31,2022,7,2022-07,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,77.38,stable,commercial_growth,yield_optimization,28275.43,59.179,67.875,40.115,72.522,73.41,5,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00068,MLT_OUTLET_001,Valletta,Malta,monthly,2022-08-01,2022-08-31,2022,8,2022-08,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,77.21,stable,commercial_growth,yield_optimization,29026.16,59.684000000000005,68.152,40.618,72.79299999999999,72.485,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00069,MLT_OUTLET_001,Valletta,Malta,monthly,2022-09-01,2022-09-30,2022,9,2022-09,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,75.68,stable,commercial_growth,yield_optimization,26537.26,57.711,67.651,39.024,72.813,72.88499999999999,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00070,MLT_OUTLET_001,Valletta,Malta,monthly,2022-10-01,2022-10-31,2022,10,2022-10,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,76.04,stable,commercial_growth,yield_optimization,25345.44,56.549,67.89,38.32899999999999,71.86699999999999,73.63,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00071,MLT_OUTLET_001,Valletta,Malta,monthly,2022-11-01,2022-11-30,2022,11,2022-11,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,76.09,stable,commercial_growth,yield_optimization,24109.99,55.333000000000006,67.679,37.446,71.679,71.995,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00072,MLT_OUTLET_001,Valletta,Malta,monthly,2022-12-01,2022-12-31,2022,12,2022-12,rebound_growth,Rebound Growth,rebound_with_cost_pressure,"Demand rebounds strongly, but cost pressure and operational strain can emerge during the catch-up phase.",Strong rebound: push monetization carefully while preventing burnout and execution slippage.,Demand recovery does not automatically mean profit recovery; protect labor efficiency and guest quality.,yes,76.03,stable,commercial_growth,yield_optimization,27396.82,58.61900000000001,67.19500000000001,39.337,72.138,72.195,5,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00073,MLT_OUTLET_001,Valletta,Malta,monthly,2023-01-01,2023-01-31,2023,1,2023-01,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,68.69,watchlist,commercial_growth,leakage_control,24408.63,55.745000000000005,67.59700000000001,37.588,71.09700000000001,73.24,4,0,4,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00074,MLT_OUTLET_001,Valletta,Malta,monthly,2023-02-01,2023-02-28,2023,2,2023-02,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,73.65,stable,commercial_growth,yield_optimization,25136.18,56.435,67.815,38.181,71.287,74.30000000000001,4,0,1,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00075,MLT_OUTLET_001,Valletta,Malta,monthly,2023-03-01,2023-03-31,2023,3,2023-03,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,71.05,stable,commercial_growth,leakage_control,26407.37,57.54,67.96000000000001,39.044,71.517,72.73,2,0,4,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00076,MLT_OUTLET_001,Valletta,Malta,monthly,2023-04-01,2023-04-30,2023,4,2023-04,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,72.17,stable,commercial_growth,yield_optimization,26747.35,58.04,67.41900000000001,39.052,71.318,72.545,2,0,2,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00077,MLT_OUTLET_001,Valletta,Malta,monthly,2023-05-01,2023-05-31,2023,5,2023-05,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,72.73,stable,commercial_growth,leakage_control,27280.41,58.571000000000005,67.15,39.251,71.66,73.49000000000001,3,0,3,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00078,MLT_OUTLET_001,Valletta,Malta,monthly,2023-06-01,2023-06-30,2023,6,2023-06,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,72.7,stable,commercial_growth,yield_optimization,28392.48,59.571000000000005,67.047,39.862,71.59,72.345,6,0,2,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00079,MLT_OUTLET_001,Valletta,Malta,monthly,2023-07-01,2023-07-31,2023,7,2023-07,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,78.3,stable,commercial_growth,yield_optimization,30399.41,60.63199999999999,68.388,41.473,72.14500000000001,74.10499999999999,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00080,MLT_OUTLET_001,Valletta,Malta,monthly,2023-08-01,2023-08-31,2023,8,2023-08,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,71.51,stable,commercial_growth,leakage_control,30636.33,61.221,67.417,41.249,72.257,72.35499999999999,3,0,3,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00081,MLT_OUTLET_001,Valletta,Malta,monthly,2023-09-01,2023-09-30,2023,9,2023-09,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,69.14,watchlist,commercial_growth,leakage_control,28380.62,59.225,68.019,40.221,71.94800000000001,72.66,3,0,4,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00082,MLT_OUTLET_001,Valletta,Malta,monthly,2023-10-01,2023-10-31,2023,10,2023-10,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,68.1,watchlist,commercial_growth,leakage_control,26945.96,58.135000000000005,67.604,39.216,71.512,73.33,3,0,5,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00083,MLT_OUTLET_001,Valletta,Malta,monthly,2023-11-01,2023-11-30,2023,11,2023-11,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,74.44,stable,commercial_growth,yield_optimization,25934.49,56.961,68.145,38.792,71.28999999999999,73.345,5,0,1,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00084,MLT_OUTLET_001,Valletta,Malta,monthly,2023-12-01,2023-12-31,2023,12,2023-12,macro_stress_normalization,Macro/Geopolitical Normalization Pressure,macro_geopolitical_pressure,"Demand normalizes, but inflation, geopolitical tension, and price sensitivity can still pressure margins.","Soft-normal market: focus retention, pricing discipline, and leakage prevention.",Demand may look better than profit reality due to cost pressure and value sensitivity.,yes,68.03,watchlist,commercial_growth,leakage_control,29700.89,60.196000000000005,68.241,41.055,72.156,72.885,2,0,5,push pricing discipline and upsell,tighten booking confirmation and cancellation control,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet needs focused intervention on priority KPI signals.,"Demand recovery may not fully translate into profit recovery due to cost pressure, value sensitivity, or team strain.",yes,no,low,scaffold_generated
MSL_00085,MLT_OUTLET_001,Valletta,Malta,monthly,2024-01-01,2024-01-31,2024,1,2024-01,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,78.83,stable,commercial_growth,yield_optimization,28306.05,58.471,69.851,40.81699999999999,73.09400000000001,71.64,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00086,MLT_OUTLET_001,Valletta,Malta,monthly,2024-02-01,2024-02-29,2024,2,2024-02,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,77.17,stable,commercial_growth,yield_optimization,28172.66,58.753,68.939,40.44,72.72200000000001,71.86,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,3.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00087,MLT_OUTLET_001,Valletta,Malta,monthly,2024-03-01,2024-03-31,2024,3,2024-03,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,77.32,stable,commercial_growth,yield_optimization,29532.59,59.684000000000005,69.144,41.265,73.162,73.005,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00088,MLT_OUTLET_001,Valletta,Malta,monthly,2024-04-01,2024-04-30,2024,4,2024-04,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,79.16,stable,commercial_growth,yield_optimization,30251.93,60.262,69.238,41.725,73.534,72.75999999999999,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00089,MLT_OUTLET_001,Valletta,Malta,monthly,2024-05-01,2024-05-31,2024,5,2024-05,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,77.78,stable,commercial_growth,yield_optimization,31191.51,61.061,69.042,42.104,73.678,73.0,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00090,MLT_OUTLET_001,Valletta,Malta,monthly,2024-06-01,2024-06-30,2024,6,2024-06,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,78.05,stable,commercial_growth,yield_optimization,32805.26,61.897000000000006,70.186,43.369,73.89500000000001,72.215,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,2.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
MSL_00091,MLT_OUTLET_001,Valletta,Malta,monthly,2024-07-01,2024-07-31,2024,7,2024-07,stable_recovery,Stable Recovery,normalized_growth,Market recovery becomes more stable with healthier demand patterns.,"Recovery stabilizing: improve yield, tighten standards, and grow more selectively.","Use stability to improve pricing architecture, team consistency, and guest lifetime value.",no,79.49,stable,commercial_growth,yield_optimization,33898.52,62.883,69.186,43.524,73.74600000000001,72.905,4,0,0,push pricing discipline and upsell,optimize treatment mix and conversion,review outlet scorecard and conflict patterns weekly,1.0,Revenue growth and pricing/yield opportunity,Outlet operating in relatively stable condition; optimize selectively.,Market backdrop is more supportive; focus on disciplined growth and consistency.,yes,no,low,scaffold_generated
